A350054,1086,377
997,996,559
748,747,1067
A319225,1203,129
711,710,1146
1254,1240,27
1234,1233,71
A302409,964,619
892,891,777
A295405,1170,201
A367830,1018,508
A159087,778,999
A273036,1010,504
1018,1012,514
1125,1113,292
A375451,1127,286
667,666,1226
1007,989,531
741,726,1079
A331272,772,1012
1188,1187,166
A265072,786,973
1186,1185,168
998,997,558
A342610,725,1076
714,708,1137
A266834,1120,305
A83332,1092,368
A176280,1022,501
A316273,759,1035
A375286,785,978
A326424,1095,355
1058,1057,433
A198214,694,1187
987,986,569
1150,1146,241
1096,1073,354
A212042,965,615
A93062,1019,509
A60480,738,1092
908,907,740
A290340,1100,346
1191,1174,155
823,824,1254
903,902,752
A467705,1044,456
A393115,814,916
A176299,1116,303
729,728,1106
771,770,1015
A402881,1133,254
808,652,929
845,844,879
1231,1222,74
A326298,1252,30
A5691,880,793
1119,1118,310
1249,1243,40
973,818,596
A176279,1022,502
1046,1042,452
1142,1141,262
A266940,1099,344
915,914,728
A323098,1143,255
A402882,735,1096
A10141,853,862
A224915,941,659
1052,1051,439
1179,1178,184
735,733,1098
A323261,799,950
A59463,852,860
974,817,593
A279238,1149,245
A30611,853,861
702,701,1164
A300852,1228,82
636,637,
1104,1103,339
1133,1132,276
A435590,1168,199
1118,1117,311
A107806,942,661
A242231,805,930
A99883,864,836
A228405,1151,238
821,822,1252
696,695,1182
A258594,1138,267
A295358,933,685
963,962,622
A243231,1261,3
A323850,739,1083
A282458,1013,515
A5833,830,792
A187420,900,754
1212,1211,119
A319701,1033,480
980,979,587
1164,1162,212
A357348,768,1021
A399741,675,1170
A196627,1105,337
1081,1080,392
A324831,1066,410
A218497,978,581
A383372,1230,78
A321314,698,1176
670,669,1223
A208963,749,1065
1094,1087,361
958,950,630
995,994,561
A300269,683,1190
1225,1224,89
837,865,
A233412,713,1138
712,711,1145
A407148,1248,45
A218496,973,594
A177416,814,917
A76114,778,998
1030,1029,487
763,762,1028
A264462,1161,209
A390236,944,653
793,792,961
A386656,703,1156
A419947,1092,369
1205,1204,126
A382638,1255,20
A360102,704,1158
A290402,1220,99
654,653,1239
A426368,905,748
A272562,1220,100
883,882,786
1159,1158,226
655,654,1238
A1140,1198,142
A208964,749,1064
1226,1225,88
A37347,846,870
1256,1255,25
A262722,934,686
1070,1069,403
1024,1023,497
864,863,838
1016,1015,522
A362948,1063,415
A243230,1227,86
A349747,705,1153
799,796,952
1170,1169,203
925,823,697
840,839,884
A273068,1223,75
1042,1027,460
A192222,1247,44
A257363,958,629
A9615,854,846
A363253,1239,18
A234267,1160,220
A158878,1016,521
945,944,656
1169,1168,204
A351348,754,1045
A5270,879,797
A326442,741,1077
A319795,1227,85
959,948,626
1065,1064,413
A257310,784,984
737,736,1094
767,766,1024
1020,1019,512
805,792,936
A207559,1258,11
A187410,701,1161
A9986,849,871
A167546,1181,180
A264730,753,1052
A5807,829,791
846,845,878
1257,1256,24
1021,1011,507
A203122,663,1048
934,933,688
A399550,882,701
A273075,918,720
A1148,1194,144
948,947,648
A93061,1020,510
968,967,608
A290400,1126,285
A342108,1144,251
675,674,1218
A380703,724,1113
A272557,910,703
A10116,859,848
A360106,1244,41
A290397,1159,225
1145,1111,250
A293613,951,631
A384616,922,704
833,834,
926,925,696
859,856,850
1246,1245,49
1083,1077,384
739,730,1087
1110,1109,319
876,872,808
A387344,1061,421
662,661,1231
933,932,689
A243277,723,1116
783,782,986
1152,1145,236
789,788,970
A292805,966,610
1131,1130,282
772,771,1014
993,992,563
1090,1089,372
A64471,1185,159
A405955,692,1193
715,714,1136
653,652,1240
950,949,646
A235909,1002,544
A9371,850,865
A347834,1119,308
1025,1024,496
1015,1014,523
A314315,1056,427
976,975,591
716,669,1130
A316407,687,1205
A331111,688,1202
940,925,667
743,665,1072
685,684,1208
778,777,1000
A9031,860,843
720,719,1126
A160492,804,938
723,717,1117
A326423,1005,538
1202,1201,134
637,638,
1040,1028,465
A240292,1197,147
A340177,1200,128
1138,1137,271
752,744,1055
A69293,863,835
1232,1231,73
1012,1011,526
835,836,
A59922,1190,157
A272560,768,1022
1032,1031,485
901,900,757
A262698,1124,295
1035,1032,479
A336982,1091,367
862,861,840
A392499,1149,244
A288000,1142,260
1056,1055,435
A315456,955,637
A260799,1000,552
683,682,1210
A269483,771,1011
A4932,875,812
1215,1214,116
A266264,773,1006
A62977,791,963
A362663,690,1191
A272632,939,672
881,826,788
765,764,1026
A320373,766,1019
897,892,767
A290339,676,1171
A348780,916,725
A288681,997,549
A390333,1067,406
A204722,1123,298
1002,993,545
A367928,1106,327
1173,1172,194
A9598,858,853
A349102,1130,279
A321956,1067,407
A323259,896,772
A272844,909,738
A300267,681,1184
914,913,729
1258,638,15
965,961,616
824,825,1255
A347257,930,682
1075,1074,398
A9785,851,866
800,795,949
1148,1147,247
A243243,1094,360
A355276,1164,211
A372461,822,664
813,812,922
644,645,1255
759,757,1037
851,850,868
1228,1226,84
1073,1072,400
A266117,1229,77
694,693,1188
A224326,945,655
A272622,1059,431
816,815,911
A272943,1131,281
1103,1102,340
A359391,1124,294
1062,1053,420
1129,1125,284
791,788,965
A318586,1129,278
1143,1134,257
A267671,1163,213
A317025,787,974
A190485,758,1039
916,915,727
A351607,1096,350
1261,633,4
A223926,721,1122
787,786,976
A297245,801,940
A400667,791,964
A441770,1219,105
A269797,899,763
A323097,1143,256
718,717,1128
A51511,867,824
A418127,1016,520
A418136,812,919
1239,641,56
868,832,820
A195103,1216,113
672,671,1221
1140,1137,266
769,764,1017
1181,1180,182
A271848,765,1018
A283165,816,910
983,982,577
A360104,1249,39
803,802,944
A373384,693,1185
A262724,1228,83
853,852,863
A387092,1253,32
751,750,1059
1245,1244,50
A71421,710,1141
1067,1064,408
A443906,1098,343
691,690,1196
A366394,1120,304
911,910,732
A83331,1089,363
1111,1110,318
677,676,1216
A267377,904,747
907,886,741
650,649,1243
A33169,874,810
1154,1110,231
1210,1209,121
895,894,774
1157,1156,228
664,663,1229
A196620,1021,506
A31033,864,837
A232721,781,989
A345073,723,1115
A355277,1164,210
1006,991,535
A410358,894,769
1034,1033,483
A278197,1061,422
996,995,560
A264732,1232,65
651,650,1242
956,955,640
947,819,649
A370553,1034,481
920,919,716
887,886,782
A5478,875,811
1160,1157,222
A391774,1259,13
869,868,819
1221,1209,98
A340322,1105,336
1200,643,136
790,789,969
918,917,721
A272634,936,677
A291272,970,604
1122,1121,300
1108,1107,325
1053,1052,438
A281309,998,550
1014,1013,524
A321967,1060,424
843,842,881
1209,1208,122
A182082,980,583
991,990,565
A243233,799,951
A261594,1001,553
931,930,691
725,667,1110
A62928,777,997
1198,1193,143
A190304,1214,111
797,796,957
1077,1076,396
1136,1135,273
1175,1174,188
A273057,921,714
A99287,698,1175
1236,1204,63
967,947,609
645,646,1248
635,636,
1088,1087,374
1176,1175,187
A293826,1221,96
1039,1036,469
979,978,588
709,708,1148
1005,1004,540
A9913,855,847
A243365,755,1031
A198466,1039,467
699,672,1167
1115,1114,314
687,686,1206
960,959,625
A193567,1039,468
818,819,1249
A186103,1038,471
1038,1037,473
826,827,1257
1064,1051,414
A349521,754,1046
A360095,815,908
A425104,740,1084
757,756,1041
1099,1098,348
1217,1211,108
A122586,807,933
745,744,1070
A359786,1017,517
A312153,655,972
A272620,678,1173
850,845,869
A222891,960,613
891,890,778
937,927,675
1045,1043,455
1004,1003,541
730,729,1105
921,920,715
1013,1012,525
1069,1068,404
1224,1223,90
A293653,1035,477
994,993,562
A351745,734,1099
A398579,740,1085
A400673,803,942
849,847,873
A316056,1140,264
842,841,882
A340102,923,705
A386415,1212,109
899,898,765
A357244,949,627
A5518,878,801
A298386,722,1119
A338969,779,991
A381666,773,1005
A351605,633,1
1091,1090,371
A56780,1260,7
A257311,784,983
A216895,720,1124
A138677,979,582
A357544,1257,23
A404589,1159,224
A233413,1093,365
A381754,748,1063
795,794,959
812,811,923
A338966,634,5
A399742,677,1172
794,793,960
A247156,1079,386
944,943,657
1080,1079,393
A318161,728,1081
A410289,1093,364
A269798,1172,191
1113,1112,316
674,673,1219
732,731,1103
A272563,1221,97
A243161,982,574
957,954,636
A94122,737,1090
A204669,1160,221
970,969,606
A413404,972,598
A413999,1218,103
A322159,1049,442
A9606,858,852
A265669,1025,494
A208435,1041,463
1237,1236,62
747,746,1068
1252,1251,34
A376686,1173,193
1037,1036,474
A349307,890,759
A290317,1202,132
A205922,746,1061
A190650,1151,239
A203124,1195,145
1017,1014,518
A6239,836,826
A246195,650,913
855,854,857
A321327,1199,138
A42254,848,875
1057,1056,434
A319224,734,1100
A291331,760,1033
679,678,1214
680,679,1213
A391009,1238,57
831,832,
1147,1146,248
880,831,795
1241,1240,54
A299768,1050,443
647,648,1246
1206,1205,125
A167879,727,1080
986,985,570
786,656,977
A279010,1004,537
1117,1116,312
740,739,1086
1008,1007,530
1027,1026,490
871,870,817
719,718,1127
1139,1138,270
A360105,1249,38
902,888,753
1222,1205,92
827,828,1258
A196162,1075,358
820,821,1251
A84588,1188,164
905,904,750
A290434,945,654
1219,1218,106
A293614,952,632
1194,1193,152
A441772,1217,102
668,667,1225
688,686,1203
750,745,1060
1126,1125,291
774,761,1004
866,root,
910,884,733
693,682,1189
A314565,758,1038
A7719,867,823
770,769,1016
A420247,901,755
A410359,924,706
A267748,929,681
641,642,1252
1097,1096,353
893,892,776
A83333,687,1204
838,837,886
A203119,1207,94
640,641,1257
A190486,759,1036
A264202,977,580
870,869,818
1121,1114,301
804,793,939
896,895,773
A362242,1088,362
A402880,905,749
A9685,843,859
A106370,1095,356
962,961,623
1085,1084,382
755,660,1043
777,776,1001
A243276,946,650
A393305,673,1168
A156889,639,16
1051,986,440
A259536,789,966
1102,1101,341
A220664,747,1062
A315277,983,575
A279808,1008,500
A339670,770,1010
1211,1210,120
A335284,790,968
A221109,990,532
705,699,1155
836,837,
A269800,1097,352
A282459,1021,505
942,941,662
955,954,641
A325240,735,1097
912,911,731
A272623,1058,429
785,657,980
1167,1166,206
A272633,937,669
1235,1234,70
A386043,1023,492
A78245,1135,258
A203120,1062,419
A426430,1020,511
923,922,709
A205920,962,617
822,823,1253
A374931,711,1142
779,775,995
A5141,878,802
753,752,1054
697,696,1181
981,980,586
A321332,1199,137
A224914,1123,297
726,725,1109
857,856,855
1010,1009,528
707,706,1150
964,963,621
A323848,797,953
A272561,983,576
935,928,680
1213,1212,118
1093,1090,366
1023,988,498
A316058,1139,268
1199,1191,139
792,653,962
A292415,787,975
1158,1157,227
A212717,1213,110
A188937,899,764
656,655,1237
1248,1247,47
1079,1078,394
A374463,969,603
1041,1040,464
814,811,918
924,923,708
885,884,784
884,883,785
A390874,1237,60
A264199,1050,444
760,756,1034
A272624,803,943
863,862,839
749,748,1066
829,830,1260
A255470,1108,323
A192952,898,762
721,719,1123
1043,1042,459
A335543,1260,8
1255,1254,26
A357804,668,1111
A246196,1078,385
669,668,1224
1082,1081,391
1066,1065,412
A115711,981,585
639,640,1256
952,951,644
989,988,567
1071,1070,402
A227882,1082,389
A272944,957,635
873,872,815
1137,1136,272
A36870,968,602
1227,1226,87
A335992,971,597
852,844,864
643,644,1254
A4959,876,806
A290398,742,1074
A257314,1066,411
A259564,897,761
A196600,720,1125
1120,1117,306
A7165,866,829
A59920,1183,172
A114615,1142,261
1105,1104,338
A382253,808,927
1187,1186,167
A6035,828,790
A229193,702,1162
713,709,1140
676,675,1217
1251,1250,35
1192,1191,154
879,869,799
938,937,674
A435591,1167,198
1095,1074,357
A196164,1104,335
1183,1177,174
A209261,697,1180
A221988,715,1135
1132,1112,277
929,928,693
A359787,1017,516
A227941,976,579
A272559,1170,202
A391896,956,638
A269799,1261,2
A227377,808,928
949,948,647
A146891,1181,181
A224324,640,17
1151,1150,240
1204,642,127
839,838,885
1047,1046,451
1055,1054,436
A101510,1080,387
A367737,1251,29
1009,1008,529
A882,1259,12
909,908,739
A405948,1081,388
A100226,1082,390
1124,1122,296
A44689,833,821
1230,1229,80
A220668,1060,425
A224308,1005,539
848,847,876
A316278,1189,161
1163,1162,215
A243274,1237,61
A391296,1045,453
1060,1055,426
703,700,1160
A273123,705,1154
A262768,940,666
900,889,758
A379731,664,1049
1134,1133,275
972,971,600
1100,1099,347
A458234,813,920
A138119,1235,69
802,801,945
807,806,934
*****
evolve_forRaghu2.fas:102	A7227	A273121	1161	860	A9544	A349124	A326424	1226	A37347	A273068	A9986	A243243	A51511	836
evolve_forRaghu2.fas:78	A7227	1161	A393595	1156	665	833	1173	914	A31033	A298386	1147	1023	A224324	A138119
evolve_forRaghu2.fas:280	A7227	756	A9361	A243265	A187410	829
evolve_forRaghu2.fas:114	A7227	A317655	796	A204773	A5085	A369723	941	1240	A196627	1094	A273068	A207559	A167546	783	1131	A392499	791	A318586	A5518	A196162	A220664	829
evolve_forRaghu2.fas:182	A7227	1144	A281090	A7159	A314225	A391735	A10141	A323261	A99883	1021	A264732	826	A351605	A6239
evolve_forRaghu2.fas:262	A7227	825	A4896	A273121	A5085	A167542	A37347	1065	A203122	783	1075	1136	944	A44689
evolve_forRaghu2.fas:390	1049	1208	724	A8364	1076	1177	878	711	714	A10141	A228405	A9986	833	A367928	A323259	A349521	880	827	A292415	A367737
evolve_forRaghu2.fas:170	A222523	A335541	A9365	856	A257313	A402881	A290397	850	A7719	838	1120
evolve_forRaghu2.fas:48	898	A226186	A43179	A9371	901	914	836
evolve_forRaghu2.fas:274	798	A186497	966	A43179	746	A9258	A243090	A391735	771	973	837	A290402	A360106	A326423	853	1236	757	1252	1241	1102	1227	A7165	A6035	A138119
evolve_forRaghu2.fas:184	798	A349106
evolve_forRaghu2.fas:286	A272626	A269796	844	919	1007	A30611	670	1205	876	A9785	757	A247156	792
evolve_forRaghu2.fas:360	A272626	A300267	719	A224324	A100226
evolve_forRaghu2.fas:272	A224325	1112	876	912
evolve_forRaghu2.fas:56	A224325	A9031	835	751
evolve_forRaghu2.fas:252	A224325	A315750	A7719
evolve_forRaghu2.fas:174	A269482	1161	A8364	A292459	A370438	A7955	A76114	A342108	833	A243233	A312153	A293653	A203124	A374463	760	A435591	A269799
evolve_forRaghu2.fas:302	A257309	861	A338963	1130	A281090	652	A184922	A297246	681	A5207	A399741	A234267	868	1217	A292415
evolve_forRaghu2.fas:16	A257309	A198215	A391735	745
evolve_forRaghu2.fas:276	A257309	A258594	763
evolve_forRaghu2.fas:130	A3702	722	A343509	782	A187272	A391165	A5671	A223283	A246197	837	A257310	A405955	A266117	694	A195103	870	A323848	A259564
evolve_forRaghu2.fas:422	A3702	A228405	859	A9785	A351607	A271848	1210	A42254
evolve_forRaghu2.fas:306	A3702	A267747	830	A7955	A321314	837	A243230	683	A318586	A349521	937	A376686	785
evolve_forRaghu2.fas:412	A3702	A375451	A435590	968
evolve_forRaghu2.fas:330	A3702	A186497	A43179	A281090	A267608	A340047	A7159	A257313	1240	A205921	A266940	824	842	A204669	1204	A367737	A405948
evolve_forRaghu2.fas:142	A3702	1144	710	A368407	A297246	780	1150	A273068	A64471	A4932	A348780	A297245	873
evolve_forRaghu2.fas:318	A3702	A399739	690	A393595	865	1240	A30611	A351348	A297245	A349307	693	A335284
evolve_forRaghu2.fas:338	A3702	A184922	1141	A349124	841	A5833	A37347	A9986	A380703	A351607	A51511	994	A6239	880	A9685	A220668	A138119
evolve_forRaghu2.fas:254	A3702	1197	1218	A391735	A290402	A443906	A292415	1132
evolve_forRaghu2.fas:394	A3702	633	872	865	1007	A242231	A233412	1030	840	A9986	862	A367928	800	A318586	868	850	A338969	A42254
evolve_forRaghu2.fas:70	A3702	809	801	A5691	A10141	A363253	A5270	A349521	A6239	A7719	870	A9685	A374931
evolve_forRaghu2.fas:116	A3702	946	864	799
evolve_forRaghu2.fas:50	A3702	A317655	A382245	A267608	A323261	1212	837	A9031	1088	1057	A7719	1199	1095
evolve_forRaghu2.fas:90	A3702	A4896	1022	A368407	A314225	A5671	997	A272562	A9986	A9785	A293826	709	A167879	A7719	A6035
evolve_forRaghu2.fas:2	A3702	A43179	A9258	756	A264201	A10090	808	A30611	A391774	A9606
evolve_forRaghu2.fas:198	A3702	742	A8364	A9365	756	A178306	A9361	A195099	A7955	783	851	A351605	A269799
evolve_forRaghu2.fas:310	A3702	A43179	A335541	919	A9361	961	A391295	A290397	880	A203120	A224914	A367737	A220668
evolve_forRaghu2.fas:230	A3702	A266779	A4952	A309807	A7955	A323098	995	A387344	789	A405955	723	A266264	A6239	A7719	A323848	A6035
evolve_forRaghu2.fas:72	A3702	A349163	A326424	A10141	1034
evolve_forRaghu2.fas:374	A3702	A362976	815	A262723	A13616	A9598	A204669	A272623	639	A100226	A44689
evolve_forRaghu2.fas:144	A3702	A242619	841	808	670	A69293	A269798	1158
evolve_forRaghu2.fas:346	722	834	A387093	815	A393595	841	A290338	A362948	1215	791	A33169	1053	A349521	891	A205922	A7719	852	A220668
evolve_forRaghu2.fas:54	A317655	A360109	A365044	717	A160488	A66692	A159087	A326298	A99883	A290400	A269483	A62977	1111	A232721	887	A243233	849	1097	643	A269799	839
evolve_forRaghu2.fas:406	A317655	A85963	724	A362976	A99883	A9986	A9031	1040	862	A5518	749
evolve_forRaghu2.fas:158	1109	A43179	796	A13616	A226185	A402881	A314315	778	1228	A340322	1115	880	893	A9685	857
evolve_forRaghu2.fas:334	A263820	A400668	A264203	A9361	A9544	A351627	A364106	A7955	808	A5833	1226	1170	A5807	A266264	868	A243233	A224324
evolve_forRaghu2.fas:154	A263820	1135	A9365	A9361	A9544	A5671	727	A316273	A59463	A269797	A386415	A381666	A5141
evolve_forRaghu2.fas:156	742	A368408	A350054	840	A7719
evolve_forRaghu2.fas:172	889	A226186	854	A10141
evolve_forRaghu2.fas:106	889	A110662	A43179	A273121	856	832	A176299	A326442	A323097	A51511	A195103	A349521	A298386	1167	A386043
evolve_forRaghu2.fas:282	1233	832	A314225	A208964	A362663	A278197	A349521	1057	750	A290398	1251	A272559	A100226
evolve_forRaghu2.fas:210	1162	A290633	A43179	A251221	A194439	A228410	877	801	A290340	A176299	1118	A99883	A37347	833	1002	A196162	A362242	836
evolve_forRaghu2.fas:226	1162	A387093	A9544	A243090	731	823	A10141	A323261	A99883	A228405	A407148	1228	A312153	A167879	1102	669	A227882	A405948
evolve_forRaghu2.fas:234	1162	1259	1036	A342451	783	1040	1122	A404589	A399742	831	A279010
evolve_forRaghu2.fas:418	1162	919	A318167	A342451	A5691	840	A360106	824	1236	A298386
evolve_forRaghu2.fas:222	A226186	A7159	A5207	A435590	A167546	A5807	752	A9785	A266117	A223926	A360104	911	A272620	1237	A7719	A393305	A156889	1255
evolve_forRaghu2.fas:266	A226186	A177439	A9258	A384676	A164757	A257313	A381764	864	A300267	A51511	1154	A349521	1023	A220668
evolve_forRaghu2.fas:220	A226186	A5207	A7719	1227
evolve_forRaghu2.fas:260	861	875	1225
evolve_forRaghu2.fas:322	861	A177439	A338963	734	678	A351627	A314225	801	A326424	1142	A234267	1025	A9598	A62928	A9913	A349521
evolve_forRaghu2.fas:76	861	A5833
evolve_forRaghu2.fas:30	861	917	A43179	919	A8364	A391165	A5671	A246194	A265072	1191	A42254	A5141	A290398	879	A391896
evolve_forRaghu2.fas:362	861	764	1087	A10141	995	A9615	A351348	675	A290397	A9785	A51511	A56780	A6239	A42254	A220664	A101510	A138119
evolve_forRaghu2.fas:420	861	A7165	1132
evolve_forRaghu2.fas:162	1214	A331112	678	A9361	A349163	A235279	832	A243265	A211586	A5207	A316057	A99883	A351348	A9371	835	826	A357244	641	A203119	A106370	A156889	A386043	A6035	A220668
evolve_forRaghu2.fas:246	917	875	A400668	A246200	736	988	A76114	864	A363253	A5807	968	A272557	A10116	A323097	A5518	A338966	880	827	A420247
evolve_forRaghu2.fas:232	A290633	A159087	A195103
evolve_forRaghu2.fas:408	A290633	A269796	A298386	A6239
evolve_forRaghu2.fas:74	A290633	A273121	A402612	A10090	915	933	A314315	A290339	A300267	A9785	787	A31033	1053	843	A9606	693	A7719	1079
evolve_forRaghu2.fas:424	A290633	A8090	A382245	A8364	973	A233412	685	693
evolve_forRaghu2.fas:82	A290633	1171	A368408	A74547	A8364	A369723	A292459	A297246	A205914	A266940	A69293	849	866	A243276	857	A316058	873	A269799
evolve_forRaghu2.fas:278	A177439	A338187	A339671	660	671	A4952	1029	A4924	1078	835	A317025	A357244	A321327	1132
evolve_forRaghu2.fas:300	A177439	A103690	A415426	867
