evolve_forRaghu2.fas:110	A177439	A351746	A349106	1238	A187272	727	A7955	A323261	683	1215	787	868	931	1115	1064	719	910	770	A272624	A114615	1230
evolve_forRaghu2.fas:354	A351746	A206672	A264203	A349163	A5671	A203123	A5207	1240	A323261	1056	A290339	A6239	804	A335543	A290398
evolve_forRaghu2.fas:356	A43179	A4952	A300269	864
evolve_forRaghu2.fas:206	A43179	678	A9258	A266779	1106	A411154	A309807	837	1065	A266117	1221	A381666	A9685	A7165	A44689	A220668
evolve_forRaghu2.fas:250	A43179	690	A243164	A273121	A216596	990	A184922	A267747	1086	A5691	A279238	1159	A4932	A317025	A269797	A5518	A338969	1147	866
evolve_forRaghu2.fas:122	A43179	A243265	A13616	A411154	A342610	783	A348780	1217	A318161	A9685	1066
evolve_forRaghu2.fas:126	A43179	A439375	A368408	860	A8364	A393595	A411154	A169963	A349161	A273068	926	A240292	A272844	947	A212717
evolve_forRaghu2.fas:204	A439375	A368407	A402612	A314225	A246197	A31033	A292415
evolve_forRaghu2.fas:294	1259	A431943	1089	A343509	756	A9544	A349163	A243265	A257313	867	1131	868	A360104	732	750	A220664
evolve_forRaghu2.fas:208	1259	A315750	A59463	1005	A247156
evolve_forRaghu2.fas:378	834	A431943	A184922	659	A5833	720	A351607	A203124	1102	A4959	1230
evolve_forRaghu2.fas:20	834
evolve_forRaghu2.fas:124	834	A184922	A235279	A9031	843
evolve_forRaghu2.fas:344	834
evolve_forRaghu2.fas:398	A431943	A382245	746	A297246	A246194	1125	A5833	A272562	A264730	A314315	A4932	881	687	891	849	A7165
evolve_forRaghu2.fas:414	A431943	A351160	A8364	877	A397945	A246197	1243	A10141	A264462	A9986	723	1148	A272563
evolve_forRaghu2.fas:308	A431943	A218491	877	1051	802
evolve_forRaghu2.fas:38	A266835	A272621	A369723	1112	939	A309807	A159087	A331272	A290340	A243231	1159	A9986	A278197	1160	994	A6239	785	726	848
evolve_forRaghu2.fas:264	A266835	A9371	1245
evolve_forRaghu2.fas:416	A269796	A296591	1209	A246196
evolve_forRaghu2.fas:34	A269796	A349124	1042	1215	A83331	A9913	1099	A220664
evolve_forRaghu2.fas:214	A272621	844	A393595	A266940	636	A399741	A264462	A326442	833	A410358	A216895	871	A7719	A190486
evolve_forRaghu2.fas:148	A338963	A391735	A106370	A221988
evolve_forRaghu2.fas:218	A349101	A218491	867	1007	A10141	A37347	A234267	A387344	A347834	765	A9785	879	1230
evolve_forRaghu2.fas:190	A8090	A339671	A9361	A368407	A420662	830	731	808	A37347	1160	842	A338969	A351605	1080	749	839
evolve_forRaghu2.fas:382	A8090	A335283	975	A343509	A9258	A9361	704	A362663	A348780	A400673	A298386	A203124	866	A9685	A221109	A138119
evolve_forRaghu2.fas:188	A8090	A400668	A246197	A190304
evolve_forRaghu2.fas:350	A8090	A7159	657	A59463	A272562	A235909	A269483	A323259	813	907	A273057	1217	A5518	A399742	871	A362242
evolve_forRaghu2.fas:98	A419665	A272558	A9365	782	A7159	A226185	1165	A342451	846	A196600	1151	A379731
evolve_forRaghu2.fas:166	A419665	860	A264203	A299033	A272569	A176299	A5691	A10141	A234267	A5270	A10116	A293826	994	1158	A212717	A357804	848	972
evolve_forRaghu2.fas:68	A392021	1220	837	1062	A264732	A349521
evolve_forRaghu2.fas:256	1135	A9371	A266264	A9785
evolve_forRaghu2.fas:66	1203	A9365	A399549	A362976	A9361	A283942	A242619	832	A7955	A59463	A37347	A9371	A9031	A318586	1154	A381666	795	A265669	A264199
evolve_forRaghu2.fas:42	A399739	888	A8364	A242619	A391165	A7159	A265072	A323098	A264462	A351348	933	A4932	A443906	A279010	A9685	A196164
evolve_forRaghu2.fas:320	A399739	A10141	838
evolve_forRaghu2.fas:298	1048	A339860	A9361	832	A176299	A266940	A5833	A272562	799	772	672	1122	826	A357804
evolve_forRaghu2.fas:364	943	744	A272631
evolve_forRaghu2.fas:138	A69014	946	A243090	A10141	A384616	868	1005
evolve_forRaghu2.fas:136	A69014	875	773	969	A257313	A9785	A212717	863
evolve_forRaghu2.fas:242	A4896	1107	A9365	A9544	A246194	A59463	670	A290402	A234267	A380703	1103	A51511	A338969	A78245	863
evolve_forRaghu2.fas:86	A4896	661	A416269	A412965	A205914	A412694	A10141	A208963	A319795	A387344	664	A243365	A167879	A7719
evolve_forRaghu2.fas:386	A4896	1240	657	A290338	A5478	A413404	A203124	A42254
evolve_forRaghu2.fas:58	A4896	A9361	A374930	941	A243265	A7159	867	A99883	A5833	1145	851	826	A360095	A6239	1051	1199	721
evolve_forRaghu2.fas:160	A4896	A362976	865	850
evolve_forRaghu2.fas:348	A335283	A363253
evolve_forRaghu2.fas:380	A163164	A297246	1106	A326424	A323098	A273068	A5478	A321967	A318161	1211	A290398	A101510
evolve_forRaghu2.fas:62	A272558	A9258	A194439	830	A10141	A279238	837	A243230
evolve_forRaghu2.fas:118	A331112	A387093	1116	A66692	819	985	A7955	A266940	864	A9371	A360104	895	1236	A6239	A42254	641	755	A321332	879
evolve_forRaghu2.fas:290	A331112	A9365	A9361	865	1166	A5691	1119	A399741	835	A195103	853	A9685	1051	A4959
evolve_forRaghu2.fas:410	A331112	A368408	984	809	A13616	A30611	A9986	A399550	A9785	1111	A259536	A405948	A44689
evolve_forRaghu2.fas:134	A273121	A184922	1174	809	781	1116	A30611	A5833	1202	A267671	895	A340102	A7719	822	1255	A4959
evolve_forRaghu2.fas:366	734	766	1196	A265072	A467705	A300269	A9615	A293826	826	A386415	866	836
evolve_forRaghu2.fas:64	875	A5807	833	693
evolve_forRaghu2.fas:192	875	1260	A366394	745	A272563	721
evolve_forRaghu2.fas:186	661	A368408	A406327	A7159	A13616	A234267	A264730	A9371	1173	895	A196162	A7719
evolve_forRaghu2.fas:46	A326297	A9258	A262316	A9361	A420246	1083	A312153	A298386	A269798	1137	802
evolve_forRaghu2.fas:296	A326297
evolve_forRaghu2.fas:240	A251221	A9365	A10090	A319225	A9913	A7719	785	A100226
evolve_forRaghu2.fas:196	975
evolve_forRaghu2.fas:44	796	1116	859	1143
evolve_forRaghu2.fas:258	1026	A312309	1107	A286636	854	A420662	A257313	A10141	A5833	968	A342108	A400667	645	A246195	848
evolve_forRaghu2.fas:200	844	A74546	A326298	A240292
evolve_forRaghu2.fas:392	919	781	A10141	A9031	A269798
evolve_forRaghu2.fas:326	1011	A9258	A7159	1125	A59463	A342108	A232721	A391774	849	647	1227	A243274
evolve_forRaghu2.fas:352	A190192	A7159	A265072	A242231	907
evolve_forRaghu2.fas:100	764	A349163	1075	868	843
evolve_forRaghu2.fas:176	A272635	A9258	878	A290397	A6239	A382253
evolve_forRaghu2.fas:212	A351160	A456442	A351348	1230
evolve_forRaghu2.fas:312	A315750	A265311	776	A323261	1104	840	804
evolve_forRaghu2.fas:372	A315750	A8364	A99287
evolve_forRaghu2.fas:36	A8364	676
evolve_forRaghu2.fas:202	A9365	A10141	A99883	A37347	A362948	1020	723	644	A269797	A51511	687	871	A221109	A272633	A335992
evolve_forRaghu2.fas:84	A9365	780	914	A357804
evolve_forRaghu2.fas:178	A272843	A387093	A4952	A402612	876	A443906	A351745	A5518	A56780	827	A7719	A78245
evolve_forRaghu2.fas:358	A9258	A365044	1116	A391735	973	A30611	A399741	A10116	A69293	A9785	900
evolve_forRaghu2.fas:194	A9258	A9361	717	A349163	A406327	988	A7159	808	A10141	A272562	A273068	715	A347834	A392499	1217	A272620	A204669	1079	A44689
evolve_forRaghu2.fas:96	A9258	A357808	806	865	A59463
evolve_forRaghu2.fas:140	A194439	A265072	A59463	A291331	A290398	A6035
evolve_forRaghu2.fas:150	A362976	A9361	A349124	A243265	988	A391295	835	A323259	A9685	873	A146891	A405948
evolve_forRaghu2.fas:132	A320372	A7159	830	1140
evolve_forRaghu2.fas:180	A320372	833	A340102
evolve_forRaghu2.fas:342	A264203	660	A7159	A295405	A30611	A242231	A380703	A9371	1080	A272563	A9685	1120	972
evolve_forRaghu2.fas:94	756	A9361	A349124	A326298	837	A273068	A234267	A9371	718	A418136	A232721	A338966	1051	923	A6035
evolve_forRaghu2.fas:400	A184922	A160488	A30611	A351348	A9785
evolve_forRaghu2.fas:370	A184922	A374930	809	A7159	A243275	A296591	A9615	A203122	A273075	A290400	A347834	A326423	A9785	A318586	868	1252	A376686	910	760	A290398	A435591
evolve_forRaghu2.fas:304	A369723	910
evolve_forRaghu2.fas:10	A9361	A7719
evolve_forRaghu2.fas:284	A9361	988	A226185
evolve_forRaghu2.fas:270	A318167	A267747	A7955	A326424	A290397	1040	916	A262724	1157	A425104	1217	1237	A292415	848
evolve_forRaghu2.fas:146	A365044	A402612	941	A5671	A397945	864	805	A1148	A290397	1173	A42254	838
evolve_forRaghu2.fas:376	806	1044	A10141	735	675	A314315	A340102
evolve_forRaghu2.fas:368	A387093	815	A160492	A9913
evolve_forRaghu2.fas:120	A387093	A290399	723	A190304	A42254	A374931
evolve_forRaghu2.fas:292	A360107	1112	867	A59463	A435590	A31033	A393305
evolve_forRaghu2.fas:236	A368407	985	A306537	A362663	1143	1088	884	A379731
evolve_forRaghu2.fas:402	A368407	A7159	A59463	869	790	843	A62928	A349521	831	1117	A7719	838	A339670	A321332
evolve_forRaghu2.fas:238	A290399	A391165	A226185	A234267	A266264	A9598	880	A9685	785	900
evolve_forRaghu2.fas:32	A402612	A226185	A272943	848
evolve_forRaghu2.fas:128	828
evolve_forRaghu2.fas:6	828	922
evolve_forRaghu2.fas:404	865	748	A326424	1057	A7719	A9685	A227882
evolve_forRaghu2.fas:340	A7159
evolve_forRaghu2.fas:224	A7159	1228	827
evolve_forRaghu2.fas:216	A5671	867	A317025	850
evolve_forRaghu2.fas:244	A10090	A316058	1043
evolve_forRaghu2.fas:328	858	A443906	A243276	A357804
evolve_forRaghu2.fas:396	830	A9986	687
evolve_forRaghu2.fas:332	A243090	A30611	1102
evolve_forRaghu2.fas:314	A7955	A60480	1145	A360104	A262724	911	697	A323848	A269799	A44689	A379731
evolve_forRaghu2.fas:104	A7955	1234	A159087	995	A435591
evolve_forRaghu2.fas:388	A266834	805	685	851	705	A100226
evolve_forRaghu2.fas:384	1058	A30611	A207559	A314315	A379731
evolve_forRaghu2.fas:268	A326298	827
evolve_forRaghu2.fas:288	A59463	A300269	A288000	1002	A269798
evolve_forRaghu2.fas:164	A37347	A399550	797
evolve_forRaghu2.fas:248	1070	A56780	A7719
evolve_forRaghu2.fas:26	A234267	1215	A5518	A404589	A338966	A212717
evolve_forRaghu2.fas:316	A9986	A5807	A9031	759	A318161
evolve_forRaghu2.fas:80	A380703	A94122
evolve_forRaghu2.fas:108	862	1194	A78245
evolve_forRaghu2.fas:22	A392499	719
evolve_forRaghu2.fas:52	A269483	A44689
evolve_forRaghu2.fas:12	A272844
evolve_forRaghu2.fas:24	1157	1213
evolve_forRaghu2.fas:228	699
evolve_forRaghu2.fas:88	1237	A6035
evolve_forRaghu2.fas:336	831	1222
evolve_forRaghu2.fas:168	838	A78245
evolve_forRaghu2.fas:4	A190486
evolve_forRaghu2.fas:60	A78245	1079
evolve_forRaghu2.fas:324	A374931
evolve_forRaghu2.fas:28	A212717
