added Iran\Lorestan at 33.5,48.5 for isolate 5439
added Singapore\Loyang at 1.37778,103.95944 for isolate 5464
added China\Lufang at 25.33919,116.68792 for isolate 5465
added France\Lyon at 45.75,4.85 for isolate 5551
added Spain\Madrid at 40.4165,-3.70256 for isolate 5565
added Russia\Magadan at 59.56667,150.8 for isolate 5609
added Malaysia\Malaya at 2.5,112.5 for isolate 5612
added Kenya\Malindi at -3.21667,40.11667 for isolate 5692
added France\Mallard at 47.6,2.15 for isolate 5699
error at Influenza A virus (A/Mar del Plata(H1N1)),Argentina,5862
can't convert nil into String
added Brazil\Mato Grosso at -13.0,-56.0 for isolate 5924
added Iran\Mazandaran at 38.03333,56.31667 for isolate 5926
added Kenya\Mbagathi at -1.41667,36.81667 for isolate 5927
added India\Meghalaya at 25.5,91.33333 for isolate 5937
added Japan\Meguro at 42.13333,143.31667 for isolate 5940
added Australia\Melbourne at -37.814,144.96332 for isolate 5941
added Argentina\Mendoza at -32.88333,-68.81667 for isolate 6025
added Kenya\Meru at 0.0,37.83333 for isolate 6042
added Mexico\Mexico City at 19.42847,-99.12766 for isolate 6044
added Japan\Mie at 34.52123,136.38296 for isolate 6276
added Italy\Milan at 45.46427,9.18951 for isolate 6279
added China\Min at 26.06139,119.30611 for isolate 6325
added Brazil\Minas Gerais at -18.0,-44.0 for isolate 6326
added China\Minfang at 31.1166,121.3666 for isolate 6328
added Japan\Misawa at 40.75,141.36667 for isolate 6351
added Japan\Miyagi at 38.44938,140.92624 for isolate 6387
added Kenya\Mombasa at -4.05,39.66667 for isolate 6389
added Mexico\Monterrey at 25.66667,-100.31667 for isolate 6405
added Japan\Morioka at 39.70361,141.1525 for isolate 6409
added Russia\Moscow oblast at 55.75639,37.62833 for isolate 6418
added Russia\Moscow at 55.75222,37.61556 for isolate 6430
added Germany\Munich at 48.13743,11.57549 for isolate 6460
added Spain\Murcia at 37.98333,-1.11667 for isolate 6465
added Russia\Murmansk at 68.97167,33.08194 for isolate 6466
added Indonesia\Jakarta at -6.21462,106.84513 for isolate 6473
added Thailand\Ranong at 9.96583,98.63476 for isolate 6561
added Netherlands\NL at 52.5,5.75 for isolate 6563
added Japan\Nagano at 36.65139,138.18111 for isolate 6565
added Japan\Nagasaki at 32.74472,129.87361 for isolate 6570
added Japan\Nagoya at 35.18147,136.90641 for isolate 6670
added Kenya\Nairobi at -1.28333,36.81667 for isolate 6674
added China\Nanchang at 28.68333,115.88333 for isolate 6678
added China\Nanjing at 32.06167,118.77778 for isolate 6692
added Japan\Nara at 34.68505,135.80485 for isolate 6695
added Japan\Narita at 35.78333,140.31667 for isolate 6697
added Spain\Navarra at 42.75,-1.66667 for isolate 6698
added Argentina\Neuquen at -38.95,-68.06667 for isolate 6759
added Australia\New South Wales at -33.86785,151.20732 for isolate 6853
added Germany\Niedersachsen at 52.0,10.0 for isolate 7383
added Japan\Niigata at 37.90222,139.02361 for isolate 7391
added China\Ningbo at 29.87819,121.54945 for isolate 7475
added China\Ningxia-Dawukou at 39.04194,106.39583 for isolate 7488
added China\Ningxia-Pingluo at 38.90694,106.54556 for isolate 7489
added China\Ningxia-Xingqing at 38.4854,106.28679 for isolate 7490
added China\Ningxia-Yuanzhou at 36.1752,106.24247 for isolate 7491
added China\Ningxia-Zhongning at 37.49417,105.66722 for isolate 7492
added Russia\Nizhni Novgorod at 56.32867,44.00205 for isolate 7493
added Russia\Nizhny Novgorod at 56.23012,43.78404 for isolate 7495
added Thailand\Nonthaburi at 13.86075,100.51477 for isolate 7497
added Germany\Nordrhein-Westfalen at 51.5,7.0 for isolate 7499
added Russia\Novgorod at 58.51667,31.28333 for isolate 7609
added Russia\Novosibirsk at 55.04111,82.93444 for isolate 7610
added Kenya\Nyeri at -0.41667,36.95 for isolate 7621
added Hungary\Nyiregyhaza at 47.95539,21.71671 for isolate 7622
added Denmark\Odense at 55.39594,10.38831 for isolate 7623
added Japan\Okayama at 34.66167,133.935 for isolate 7690
added Japan\Okinawa at 26.33583,127.80139 for isolate 7693
added Russia\Omsk at 55.0,73.4 for isolate 7740
added Canada\Ontario at 49.25014,-84.49983 for isolate 7742
added Russia\Orel at 52.96583,36.08028 for isolate 7798
added Russia\Orenburg at 51.7727,55.0988 for isolate 7800
added Mongolia\Orkhon at 49.05996,105.48303 for isolate 7803
added Japan\Osaka at 34.69374,135.50218 for isolate 7806
added Norway\Oslo at 59.91325,10.73892 for isolate 7812
added Czech Republic\Ostrava at 49.83465,18.28204 for isolate 7845
added Thailand\Samut Prakan at 13.59934,100.59675 for isolate 7847
added New Zealand\Otago at -45.0,169.5 for isolate 7848
error at Influenza A virus (A/Owston's civet/Vietnam/1/2005(H5N1)),Viet Nam,7849
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 's civet'' at line 1
added Puerto Rico\PR at 18.24829,-66.49989 for isolate 7850
added Spain\Pais Vasco at 43.0,-2.75 for isolate 7851
added India\Pandharpur at 17.66667,75.33333 for isolate 7873
added Brazil\Parana at -25.42778,-49.27306 for isolate 7880
added France\Paris at 48.85341,2.3488 for isolate 7882
added Italy\Parma at 44.80266,10.32898 for isolate 7924
added Italy\Pavia at 45.18446,9.16145 for isolate 7925
added Russia\Perm at 58.0,56.25 for isolate 8056
added Australia\Perth at -31.93333,115.83333 for isolate 8060
added Indonesia\Pigeon at -1.18333,106.7 for isolate 8109
added Montenegro\Podgorica at 42.44111,19.26361 for isolate 8110
added France\Poitiers at 46.58333,0.33333 for isolate 8111
added Haiti\Port Au Prince at 18.53917,-72.335 for isolate 8124
added Thailand\Prachinburi at 13.9,101.16667 for isolate 8125
added Czech Republic\Prague at 50.08804,14.42076 for isolate 8126
added Greece\Ptolemaida at 40.51472,21.67861 for isolate 8128
added Chile\Puerto Montt at -41.47167,-72.93694 for isolate 8129
added India\Pune at 18.51957,73.85535 for isolate 8136
added South Korea\Pusan at 35.10278,129.04028 for isolate 8147
added China\Qingdao at 36.09861,120.37194 for isolate 8158
added China\Qingfeng at 32.15998,121.15613 for isolate 8213
added Indonesia\Central Java at -7.13972,110.405 for isolate 8214
added Canada\Quebec at 46.81228,-71.21454 for isolate 8219
added Ecuador\Quito at -0.22985,-78.52495 for isolate 8223
added Morocco\Rabat at 34.01325,-6.83255 for isolate 8225
added Germany\Regensburg at 49.015,12.09556 for isolate 8228
added France\Rennes at 48.08333,-1.68333 for isolate 8230
added Germany\Rheinland-Pfalz at 49.66667,7.5 for isolate 8231
added Brazil\Ribeirao Preto at -21.1775,-47.81028 for isolate 8242
added Brazil\Rio Grande do Sul at -32.035,-52.09861 for isolate 8243
added Brazil\Rio de Janeiro at -22.90278,-43.2075 for isolate 8250
added Brazil\RiodeJaneiro at -22.90278,-43.2075 for isolate 8266
added Italy\Roma at 41.89474,12.4839 for isolate 8269
added Italy\Rome at 41.89474,12.4839 for isolate 8311
added China\Rongfang at 31.72522,120.30006 for isolate 8398
added Russia\Rostov oblast at 47.0,42.0 for isolate 8400
added China\Ruyang at 34.15028,112.45833 for isolate 8417
added China\Ruzhou at 34.16167,112.82972 for isolate 8418
added Germany\Sachsen-Anhalt at 51.91667,11.5 for isolate 8421
added Germany\Sachsen at 51.0,13.25 for isolate 8423
added Japan\Saga at 33.24932,130.2988 for isolate 8424
added Russia\Saint-Petersburg at 59.89444,30.26417 for isolate 8426
added Japan\Saitama at 35.90807,139.65657 for isolate 8431
added Japan\Sakai at 34.58333,135.46667 for isolate 8434
added Russia\Salehard at 66.53,66.60194 for isolate 8436
added Russia\Salekhard at 66.53,66.60194 for isolate 8437
added El Salvador\San Salvador at 13.83333,-88.91667 for isolate 8509
added Brazil\Santa Catarina at -27.0,-50.0 for isolate 8512
added Chile\Santiago at -33.42628,-70.56656 for isolate 8519
added Dominican Republic\Santo Domingo at 18.50012,-69.98857 for isolate 8527
added Brazil\Sao Paulo at -23.5475,-46.63611 for isolate 8541
added Japan\Sapporo at 43.06417,141.34694 for isolate 8558
added Russia\Saratov at 51.56667,46.03333 for isolate 8561
added Canada\Saskatchewan at 54.0001,-106.00099 for isolate 8562
added United Kingdom\Scotland at 56.0,-4.0 for isolate 8567
added Japan\Sendai at 31.81667,130.3 for isolate 8569
added South Korea\Seoul at 37.56826,126.97783 for isolate 8708
added Greece\Serres at 41.08556,23.54972 for isolate 8724
added China\Sh at 29.25,88.88333 for isolate 8725
added China\Shaanxi-Beilin at 34.53975,107.50204 for isolate 8729
added China\Shandong-HuaiYin at 36.62444,116.905 for isolate 8734
added China\Shandong-Lixia at 36.64889,117.15083 for isolate 8741
added China\Shandong-Qufu at 35.59667,116.99111 for isolate 8750
added China\Shandong-Rencheng at 35.36833,116.64194 for isolate 8755
added China\Shandong-Shizhong at 36.52833,116.75833 for isolate 8760
added China\Shandong-Taian at 36.2,117.1166 for isolate 8777
added China\Shandong-Taishan at 36.20472,117.15944 for isolate 8778
added China\Shandong-Weishan at 34.80222,117.11167 for isolate 8783
added China\Shandong-Zoucheng at 35.40056,116.96556 for isolate 8790
added China\Shandong at 35.40056,116.96556 for isolate 8791
added China\Shanfang at 29.05312,119.34478 for isolate 8798
added China\Shanghai-Jingan at 31.2361,121.4535 for isolate 8799
added China\Shanghai-Nanhui at 30.86917,121.88806 for isolate 8800
added China\Shanghai at 31.22222,121.45806 for isolate 8809
added China\Shanxi-Taigu at 36.35,110.51667 for isolate 8847
added China\Shenfang at 28.71502,116.83308 for isolate 8848
added China\Shengfang at 39.05944,116.68667 for isolate 8856
added China\Shenzhen at 22.54554,114.0683 for isolate 8857
added Japan\Shiga at 35.21939,136.13652 for isolate 8862
added Iran\Shiraz at 29.6036,52.5388 for isolate 8867
added Japan\Shizuoka at 34.97694,138.38306 for isolate 8892
added China\Sichuan-Anyue at 29.96369,105.36537 for isolate 8896
added China\Sichuan-Jinyang at 27.7523,103.12482 for isolate 8897
added China\Sichuan-Longmatan at 28.91288,105.43974 for isolate 8898
added China\Sichuan-Nanjiang at 30.78388,106.33239 for isolate 8899
added China\Sichuan-Qingyang at 30.65999,104.03258 for isolate 8900
added China\Sichuan-Wenjiang at 28.38812,104.56339 for isolate 8904
added China\Sichuan-Wuhou at 30.61096,104.00316 for isolate 8905
added China\Sichuan at 29.34162,104.77689 for isolate 8906
added Italy\Siena at 43.32004,11.33283 for isolate 8917
added Australia\South Australia at -30.0,135.0 for isolate 9098
added New Zealand\South Canterbury at -43.37831,170.9501 for isolate 9120
added Russia\St. Petersburg at 59.89444,30.26417 for isolate 9192
added Russia\St.Petersburg at 59.89444,30.26417 for isolate 9207
added Russia\Stavropol at 45.04278,41.97333 for isolate 9209
added Sweden\Stockholm at 59.33258,18.0649 for isolate 9210
added France\Strasbourg at 48.58333,7.75 for isolate 9234
added China\Sufang at 34.89586,109.3712 for isolate 9236
added Japan\Suita at 34.76143,135.51567 for isolate 9237
added Iraq\Sulaimani at 34.03333,44.81667 for isolate 9239
added Indonesia\Swan at -8.5427,120.8897 for isolate 9240
added Netherlands\Best at 51.5075,5.39028 for isolate 9241
added Australia\Sydney at -33.86785,151.20732 for isolate 9257
added Taiwan\TW at 24.0,121.0 for isolate 9264
added Iran\Tabriz at 38.08,46.2919 for isolate 9267
added Taiwan\Taipei at 25.04776,121.53185 for isolate 9268
error at Influenza A virus (A/Taiwan(H7N1)),Taiwan,9275
can't convert nil into String
added Estonia\Tallinn at 59.43696,24.75353 for isolate 9432
added Russia\Tambov at 52.73167,41.43389 for isolate 9439
added Kazakhstan\Taraz at 42.9,71.36667 for isolate 9442
added Iran\Tehran at 35.69439,51.42151 for isolate 9443
added Spain\Terrassa at 41.56667,2.01667 for isolate 9518
added Belgium\Tessenderlo at 51.06667,5.08333 for isolate 9522
added Greece\Thessalonika at 40.64028,22.94389 for isolate 10164
added Greece\Thessaloniki at 40.64028,22.94389 for isolate 10165
added Germany\Thueringen at 50.91667,11.0 for isolate 10201
added China\Tianjin-Hedong at 39.12348,117.25187 for isolate 10203
added China\Tianjin-Hexi at 39.15927,117.22301 for isolate 10210
added China\Tianjin-Hongqiao at 39.17937,117.14255 for isolate 10215
added China\Tianjin-Jinnan at 38.96058,117.39143 for isolate 10218
added China\Tianjin-Nankai at 39.13748,117.14735 for isolate 10219
added China\Tientsin at 39.14222,117.17667 for isolate 10222
added Thailand\Tiger at 18.88899,98.99231 for isolate 10223
added Japan\Tokushima at 34.06583,134.55944 for isolate 10224
added Japan\Tokyo at 35.61488,139.5813 for isolate 10228
added Russia\Tomsk at 56.5,84.96667 for isolate 10230
added Canada\Toronto at 43.70011,-79.4163 for isolate 10238
added Japan\Tottori at 35.5,134.23333 for isolate 10261
added Turkey\Trabzon at 41.005,39.72694 for isolate 10269
added Kenya\Trans-nzoia at 0.83333,35.0 for isolate 10270
added Italy\Trieste at 45.64861,13.78 for isolate 10271
added Trinidad and Tobago\Trinidad at 11.0,-61.0 for isolate 10273
added Russia\Tumen at 42.29667,130.69722 for isolate 10274
added Russia\Tver at 56.86194,35.89306 for isolate 10284
added Mongolia\Ulaanbaatar at 47.90771,106.88324 for isolate 10306
added South Korea\Ulsan at 35.53722,129.31667 for isolate 10316
added Russia\Ulyanovsk at 54.33333,48.4 for isolate 10317
added Sweden\Umea at 63.82842,20.25972 for isolate 10321
added Japan\Utsunomiya at 36.56583,139.88361 for isolate 10355
error at Influenza A virus (A/VM113-V1(H1N1)),Puerto Rico,10357
can't convert nil into String
added Spain\Valencia at 39.46975,-0.37739 for isolate 10358
added Canada\Vancouver at 49.24966,-123.11934 for isolate 10364
added Australia\Victoria at -37.0,145.0 for isolate 10385
added Austria\Vienna at 48.20849,16.37208 for isolate 10398
added Lithuania\Vilnus at 54.68916,25.2798 for isolate 10466
added Russia\Vladimir at 56.14278,40.39806 for isolate 10514
added Russia\Vladivostok at 43.10562,131.87353 for isolate 10515
added Russia\Volgograd at 48.80472,44.58583 for isolate 10548
added Russia\Voronezh at 51.6699,39.19227 for isolate 10549
error at Influenza A virus (A/WSN(H1N1)),United Kingdom,10553
can't convert nil into String
added New Zealand\Waikato at -37.5,175.33333 for isolate 10557
added Japan\Wakayama at 34.22611,135.1675 for isolate 10576
added China\Wan at 40.81,114.87944 for isolate 10577
added Poland\Warsaw at 52.22977,21.01178 for isolate 10579
added China\Weidong at 33.08543,120.65482 for isolate 10713
added China\Weidu at 23.94129,115.0729 for isolate 10714
added New Zealand\Wellington at -41.28664,174.77557 for isolate 10718
added New Zealand\West Coast at -42.45658,171.22081 for isolate 10741
added Australia\Western Australia at -25.0,122.0 for isolate 10747
added Poland\Wroclaw at 51.1,17.03333 for isolate 11116
added China\Wuhan at 30.58333,114.26667 for isolate 11118
added China\Wulumuqi at 43.8,87.58333 for isolate 11126
added Germany\Wurzburg at 49.78778,9.93611 for isolate 11128
added China\Xiamen at 24.47979,118.08187 for isolate 11134
added China\Xian at 34.25833,108.92861 for isolate 11135
added China\Xigong at 34.52038,103.12527 for isolate 11142
added China\Xinjiang-Changji at 44.01667,87.31667 for isolate 11143
added China\Xinjiang-Hutubi at 44.11667,86.95 for isolate 11144
added China\Xinjiang at 42.56917,85.45611 for isolate 11145
added China\Xuchang at 34.01667,113.81667 for isolate 11147
added Russia\Yakutsk at 62.03389,129.73306 for isolate 11149
added Japan\Yamagata at 38.24056,140.36333 for isolate 11150
added Japan\Yamagishi at 39.7161,141.17145 for isolate 11197
added Japan\Yamaguchi at 34.18583,131.47139 for isolate 11198
added Japan\Yamanashi at 35.61602,138.608 for isolate 11202
added China\Yanfang at 28.16808,116.65097 for isolate 11204
added Russia\Yaroslavl at 57.62987,39.87368 for isolate 11208
added Iran\Yazd at 31.89722,54.3675 for isolate 11212
added Japan\Yokohama at 35.44778,139.6425 for isolate 11213
added China\Yuefang at 31.14319,118.235 for isolate 11231
added China\Yuelu at 28.18333,112.93333 for isolate 11242
added China\Yunnan-Chuxiong at 25.03639,101.54556 for isolate 11243
added China\Yunnan-Mouding at 25.3471,101.56713 for isolate 11245
added China\Yunnan-Panlong at 24.99617,102.89202 for isolate 11246
added China\Yunnan-Qujing at 25.48333,103.78333 for isolate 11247
added China\Yunnan-Xishan at 25.05,102.49682 for isolate 11248
added Croatia\Zagreb at 45.81444,15.97798 for isolate 11258
added Mongolia\Zavkhan at 48.0,96.0 for isolate 11260
added China\Zhejiang-Haishu at 29.85,121.54667 for isolate 11261
added China\Zhejiang-Jianggan at 30.25083,120.20083 for isolate 11268
added China\Zhejiang-Yiwu at 29.31506,120.07676 for isolate 11269
added China\Zhejiang at 29.46028,119.88611 for isolate 11270
added China\Zhongyuan at 33.18015,105.82282 for isolate 11279
added China\Zhoushan at 30.16944,122.40278 for isolate 11280
added China\Zhufang at 25.68757,116.52759 for isolate 11282
added China\Zhuhai at 22.27694,113.56778 for isolate 11283
added China\Tibet at 32.0,90.0 for isolate 11311
added Russia\Tyva at 51.5,95.0 for isolate 11312
added Canada\blue-winged teal at 50.0602,-84.15956 for isolate 11335
added Russia\cat at 69.3498,32.7693 for isolate 11348
added Romania\cat at 47.2,21.91667 for isolate 11356
added China\Macheng at 31.17833,115.03194 for isolate 11360
added Thailand\chicken at 7.95358,98.8076 for isolate 11361
added Russia\Adygea at 45.0,40.0 for isolate 11362
added Romania\Bacau at 46.56667,26.9 for isolate 11385
added Indonesia\Bali at -8.5,115.0 for isolate 11386
added Indonesia\Bangli Bali at -8.4305,115.3621 for isolate 11422
added Indonesia\Banten at -6.5,106.25 for isolate 11424
added Indonesia\Bantul at -7.88806,110.32889 for isolate 11425
added Romania\Braila at 45.26667,27.98333 for isolate 11427
added Romania\Brasov at 45.64861,25.60613 for isolate 11429
added India\Burhanpur at 21.3,76.23333 for isolate 11433
added Romania\Calarasi at 44.25,27.0 for isolate 11439
added Indonesia\Cicurug at -6.78139,106.7825 for isolate 11463
error at Influenza A virus (A/chicken/Cote d'Ivoire/1787-34/2006(H5N1)),Cote dIvoire,11465
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Ivoire'' at line 1
added Romania\Covasna at 45.91667,26.0 for isolate 11466
added Ukraine\Crimea at 45.0,34.0 for isolate 11467
added Indonesia\Dairi at 2.58333,98.41667 for isolate 11473
added Romania\Dambovita at 44.91667,25.5 for isolate 11474
added Indonesia\Denpasar at -8.65,115.21667 for isolate 11476
added Romania\Dolj at 44.16667,23.75 for isolate 11478
added Russia\Domodedovo at 55.43972,37.75694 for isolate 11479
added Indonesia\Duma at -3.98333,136.85 for isolate 11481
added Indonesia\East Java at -7.24917,112.75083 for isolate 11483
added Indonesia\East Kalimantan at 1.5,116.5 for isolate 11493
added United Kingdom\chicken at 58.16667,-6.25 for isolate 11732
added Romania\Giurgiu at 43.88333,25.96667 for isolate 11753
added China\Guiyang at 26.58333,106.71667 for isolate 11771
added China\Hebei at 36.60056,114.46778 for isolate 11797
added India\Indore at 22.71792,75.8333 for isolate 11885
added India\Jalgaon at 21.01667,75.56667 for isolate 11918
added Indonesia\Jembrana at -8.3213,114.6942 for isolate 11925
added China\Jiande at 35.23931,102.33897 for isolate 11926
added China\Jilin at 43.85083,126.56028 for isolate 11930
added Indonesia\Legok at -6.89222,107.59778 for isolate 12021
added Indonesia\Magetan at -7.66667,111.58333 for isolate 12028
added Indonesia\Malang at -7.9797,112.6304 for isolate 12030
added Malaysia\chicken at 3.9743,100.7086 for isolate 12031
added India\Manipur at 25.0,94.0 for isolate 12035
added Pakistan\Manshera at 31.88389,72.62889 for isolate 12036
added India\Navapur at 21.15,73.8 for isolate 12064
added Indonesia\Ngawi at -7.5,111.66667 for isolate 12069
added China\Ningxia at 37.0,106.0 for isolate 12214
added Japan\Oita at 33.23806,131.6125 for isolate 12221
added Indonesia\Pangkalpinang at -2.13333,106.13333 for isolate 12224
added Indonesia\Pekalongan at -6.8886,109.6753 for isolate 12225
added Russia\Primorje at 54.94083,20.03667 for isolate 12244
added Russia\Primorsky at 45.0,135.0 for isolate 12245
added Indonesia\Purwakarta at -6.55694,107.44333 for isolate 12247
added Indonesia\Purworejo at -6.8,111.91667 for isolate 12248
added Egypt\Qalubia at 30.3,31.3 for isolate 12250
added Russia\Reshoty at 56.1582,97.2088 for isolate 12253
added Germany\Rostock at 54.0887,12.14049 for isolate 12260
added Russia\Rostov-on-Don at 47.23639,39.71389 for isolate 12262
added Russia\Rostov at 47.23639,39.71389 for isolate 12263
added Indonesia\Salatiga at -7.33194,110.49278 for isolate 12266
added China\Shanxi at 37.0,112.0 for isolate 12288
added Pakistan\Sihala at 33.54867,73.21433 for isolate 12292
added Indonesia\Simalanggang at -0.15,100.56667 for isolate 12293
added Indonesia\South Kalimantan at -3.32442,114.591 for isolate 12295
added Indonesia\Sragen at -7.42639,111.02222 for isolate 12297
added Indonesia\Sulawesi Selatan at -4.33333,120.25 for isolate 12311
added India\Surat at 21.16667,72.83333 for isolate 12319
added Russia\Suzdalka at 54.58667,79.45722 for isolate 12323
added Ukraine\Syvash at 45.96095,34.45577 for isolate 12326
added Indonesia\Tarutung at 2.01667,98.96667 for isolate 12329
added Indonesia\Tebing Tinggi at 4.05,108.05 for isolate 12330
added India\Thane at 19.2,72.96667 for isolate 12400
added Russia\Tula at 54.20444,37.61111 for isolate 12403
added Romania\Tulcea at 45.16667,28.8 for isolate 12406
added Romania\Valcea at 45.1,24.36667 for isolate 12559
added Indonesia\Wajo at -4.0212,120.1881 for isolate 12673
added India\West Bengal at 24.0,88.0 for isolate 12674
added Indonesia\Wonosobo at -7.36,109.9025 for isolate 12693
added China\Yichang at 30.71444,111.28472 for isolate 12704
added China\jiyuan at 35.09,112.58 for isolate 12722
added China\luohuo at 28.9835,100.88765 for isolate 12723
added China\zhengzhou at 34.75778,113.64861 for isolate 12724
added China\zhoukou at 33.63333,114.63333 for isolate 12725
added China\zz at 32.70972,117.93917 for isolate 12726
added Thailand\Chonburi at 13.3622,100.98345 for isolate 12728
added Russia\Chany at 55.31139,76.7525 for isolate 12739
added Austria\Voecklabruck at 48.01667,13.65 for isolate 12761
added Japan\crow at 34.6652,133.93605 for isolate 12774
added Romania\Bucharest at 44.43225,26.10626 for isolate 12782
added Romania\Buzau at 45.15,26.83333 for isolate 12784
added Kazakhstan\Pavlodar at 52.3,76.95 for isolate 12792
added Canada\duck at 53.00008,-106.16779 for isolate 12798
added Thailand\Ang Thong at 14.58839,100.45283 for isolate 12799
added Australia\duck at -38.23333,144.68333 for isolate 12803
added Indonesia\Badung-Bali at -8.5261,115.2074 for isolate 12806
added Austria\Bregenz at 47.50311,9.7471 for isolate 12809
added Indonesia\Buleleng-Bali at -8.2353,114.9361 for isolate 12810
error at Influenza A virus (A/duck/Cote d'Ivoire/1787-18/2006(H5N1)),Cote dIvoire,12828
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Ivoire'' at line 1
added Indonesia\Jembrana-Bali at -8.3213,114.6942 for isolate 13266
added Austria\Leibnitz at 46.78161,15.53836 for isolate 13291
added Indonesia\Leuwiliang at -7.11694,107.50194 for isolate 13292
added Austria\Mellach at 46.93333,15.51667 for isolate 13293
added Indonesia\Nagrak at -6.96083,107.42139 for isolate 13308
added Thailand\Nakhon Pathom at 13.8196,100.04427 for isolate 13309
added Thailand\Nong-Khai at 17.87847,102.742 for isolate 13321
added Indonesia\Parepare at -4.034,119.6501 for isolate 13326
added Indonesia\Parung at -6.42139,106.73306 for isolate 13327
added Thailand\PhangNga at 8.4509,98.52985 for isolate 13329
added Thailand\Phetchabun at 16.41904,101.16056 for isolate 13330
added Thailand\Phichit at 16.44184,100.34879 for isolate 13333
added Thailand\Phitsanulok at 16.82481,100.25858 for isolate 13336
added Thailand\Saraburi at 14.53333,100.91667 for isolate 13344
added Austria\Schaerding at 48.43333,13.6 for isolate 13345
added China\Sheyang at 28.98078,119.26557 for isolate 13363
added South Africa\duck at -27.75,30.01667 for isolate 13366
added Japan\Tsukuba at 36.2,140.1 for isolate 13379
added Russia\Tuva at 51.5,95.0 for isolate 13387
added Austria\Wels at 48.16667,14.03333 for isolate 13513
added Austria\Wien at 48.20849,16.37208 for isolate 13514
added China\kaifeng at 34.79111,114.34833 for isolate 13576
added China\Dongting Lake at 29.25139,113.01083 for isolate 13589
added Indonesia\Bojonggenteng at -7.28333,106.61667 for isolate 13645
added Pakistan\Islamabad at 33.72148,73.04329 for isolate 13760
added Indonesia\Klapanunggal at -6.44306,106.94667 for isolate 13764
added Russia\goose at 71.45833,51.92333 for isolate 13765
added Pakistan\Lahore-Pakistan at 31.54972,74.34361 for isolate 13766
added Spain\Basque Country at 42.85,-2.66667 for isolate 13864
added Germany\gull at 50.50437,8.75645 for isolate 13910
added China\Heilongjiang at 46.55,125.11667 for isolate 13933
added Canada\mallard at 47.7168,-82.28308 for isolate 13948
added Portugal\PT at 39.5,-8.0 for isolate 14041
added Japan\Kumamoto at 32.78972,130.74167 for isolate 14066
added Indonesia\Cileungsi at -6.39472,106.95917 for isolate 14070
added Kazakhstan\Aktau at 43.65,51.2 for isolate 14083
added Japan\Aomori at 40.82444,140.74 for isolate 14116
added South Africa\ostrich at -28.91667,16.71667 for isolate 14174
added Zimbabwe\ostrich at -17.15,32.43333 for isolate 14177
added United Kingdom\Northern Ireland at 54.0,-4.0 for isolate 14183
added Ireland\Ulster at 54.36111,-7.41667 for isolate 14184
added Pakistan\Mansehra-Pakistan at 34.64827,73.4647 for isolate 14193
added Thailand\Thailand-01 at 18.93303,97.86892 for isolate 14214
added Canada\Alberta at 52.28333,-117.469 for isolate 14233
added Canada\pintail at 63.45065,-90.58309 for isolate 14234
added Indonesia\Boyolali at -7.53306,110.59583 for isolate 14241
added Indonesia\Tasikmalaya at -7.33333,108.2 for isolate 14260
added Thailand\Phang-Nga at 8.7005,98.26447 for isolate 14323
added Germany\stork at 50.41899,9.48837 for isolate 14330
added Japan\Obihiro at 42.91722,143.20444 for isolate 14331
added United Kingdom\swan at 51.4392,-0.33104 for isolate 14354
added Austria\Gmunden at 47.91667,13.8 for isolate 14356
added China\swan at 23.1384,113.2943 for isolate 14357
added Austria\Hainburg at 48.14627,16.94504 for isolate 14358
added Austria\Hoeflein at 48.34975,16.2747 for isolate 14359
added Austria\Krems at 48.40921,15.61415 for isolate 14361
added Austria\Laakirchen at 47.98188,13.82166 for isolate 14364
added Kazakhstan\Mangystau at 44.25,52.16667 for isolate 14365
added Austria\Perg at 48.25,14.63333 for isolate 14368
added Austria\Schwechat at 48.13333,16.46667 for isolate 14373
added Austria\Ybbs at 47.96004,14.77361 for isolate 14378
added Germany\Bad Griesbach at 48.45181,13.19329 for isolate 14402
added Germany\Bad Langensalza at 51.1,10.65 for isolate 14403
added Germany\Bakum at 52.74118,8.19546 for isolate 14404
added Germany\Belzig at 52.13333,12.6 for isolate 14425
added Netherlands\Boxtel at 51.59083,5.32917 for isolate 14431
added United Kingdom\swine at 53.81678,-0.28796 for isolate 14433
added Thailand\Chachoengsao at 13.6882,101.07156 for isolate 14435
error at Influenza A virus (A/swine/Cotes d'Armor/002007/2006(H1N1)),France,14441
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0075/2007(H1N1)),France,14442
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0118/2006(H1N1)),France,14443
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/0136_18/2006(H1N1)),France,14444
You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Armor'' at line 1
error at Influenza A virus (A/swine/Cotes d'Armor/016007/2005(H1N1)),France,14445
